"","Sub_Transect_Number","Survey_Date","Year","Latitude_DD","Longitude_DD","Transect_Location","Watermass_Strata","Depth_Strata","Depth_Continuous","Substrate_Type","Ledge","Boulder","Cobble","Gravel","Mud","Bottom_Salinity_HYCOM","Bottom_Temperature_HYCOM","Bottom_Velocity_HYCOM","Bottom_Direction_HYCOM","Shannon.Weiner_Diversity","Assemblage_Density_per_100sqm","Assemblage_Biomass_kg_per_100sqm","Economic_Value_per_100sqm","Demersal_Fish_Density_per_100sqm","Mobile_Benthic_Invertebrate_Density_per_100sqm","Sessile_Invertebrate_Density_per_100sqm","Radiated_Shanny","Red_Hake","White_Hake","Cunner","Alligatorfish","Atlantic_Cod","Witch_Flounder","Snakeblenny","Silver_Hake","American_Plaice","Longhorn_Sculpin","Shorthorn_Sculpin","Pollock","Acadian_Redfish","Green_Sea_Urchin","Northern_Seastar","Blood_Star","American_Lobster","Jonah_Crab","Atlantic_Rock_Crab","Common_Sand_Dollar","Northern_Shrimp","Giant_Sea_Scallop","Sea_Potato","Pacific_Orange_Crust","Northern_Cerianthid","Boring_Sponge","White_Crust_Tunicate","Breadcrumb_Sponge","Finger_Sponge","Hydroid_sp","Iophon_Sponge","Palmate_Sponge","Clonal_Plumose_Anemone","Red_Beard_Sponge","Northern_Horse_Mussel","Sabellid_Worm","Polymastia_Sponge","Porifera_sp","Fig_Sponge","Northern_Lampshell","Tunicate_sp","Northern_Red_Anemone","Region","Segment_Area_sqm"
"868",228.15,"8/23/2011 0:00",2011,43.72104,-69.335367,"Site 3 Monhegan","WMCC",100,97,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0,8.081147,0.0392344,0.0821722,0,8.081147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.081147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",61.87240472
"869",1257,"8/19/2013 0:00",2013,43.76793,-69.3234,"Monhegan Cable Route","WMCC",30,37,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0.636514,33.1258762,0.0892832,0.0807028,0,11.0419587,22.0839175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0419587,0,0,0,0,0,0,22.0839175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",18.11272842
"870",20,"7/6/2010 0:00",2010,43.723074,-69.320923,"Site 2 Monhegan","WMCC",100,100,"mud",0,0,0,0,1,32.2960014,5.395999908,0.0338379,251,0,7.9082641,0.038395,0.0804143,0,7.9082641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9082641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",75.87
"871",229.1,"8/23/2011 0:00",2011,43.725661,-69.332137,"Site 3 Monhegan","WMCC",100,98,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0,7.8364362,0.0380463,0.0796839,0,7.8364362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8364362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",114.8481238
"872",225.9,"8/23/2011 0:00",2011,43.709712,-69.322385,"Site 1 Monhegan","WMCC",100,100,"mud",0,0,0,0,1,32.7470016,6.289999962,0.0206155,104,0,61.8049269,0.0375083,0.0785571,0,7.7256159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7256159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",51.77580751
"873",227.4,"8/23/2011 0:00",2011,43.728386,-69.333062,"Site 3 Monhegan","WMCC",100,97,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0,7.6799304,0.0372865,0.0780925,0,7.6799304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6799304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",78.1257078
"874",625.75,"9/2/2012 0:00",2012,44.184433,-68.158071,"Baker's Island Lighthouse","EMCC",60,55,"mud",0,0,0,0,1,32.8129997,8.680000305,0.0237065,332,0.529706,39.4249781,0.0839283,0.0758624,0,8.7611063,30.6638719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7611063,0,0,0,0,0,30.6638719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",22.82816738
"875",1061,"7/16/2013 0:00",2013,43.678926,-70.064266,"100 ft off Jewel Island","WMCC",30,25,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.59827,36.1912465,0.0836102,0.0755749,0,36.1912464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8508903,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",19.3416936
"876",1063,"7/16/2013 0:00",2013,43.678976,-70.064505,"100 ft off Jewel Island","WMCC",30,26,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.133352,1587.244666,1.4056714,0.0755749,10.3403561,25.8508903,1551.05342,0,0,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,15.5105342,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551.05342,0,0,"Casco Bay",19.3416936
"877",639,"9/3/2012 0:00",2012,43.90803,-68.87205,"Matinicus North","EMCC",30,36,"boulder",0,1,0,0,0,32.8110008,9.206000328,0.0070711,225,1.915854,145.029623,0.0861787,0.0739523,0,10.1183458,134.9112772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1183458,0,0,0,0,0,0,3.3727819,0,33.7278193,33.7278193,30.3550374,0,0,0,0,0,0,10.1183458,13.4911277,0,6.7455639,0,0,3.3727819,"Hurricane Island Area",29.6491152
"878",1105,"7/17/2013 0:00",2013,43.647205,-70.022675,"Halfway Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,0.532204,6322.926101,33.0651184,0.0739402,257.9753849,40.4667271,6024.483988,0,0,0,257.9753849,0,0,0,0,0,0,0,0,0,0,0,0,30.3500453,0,10.1166818,0,0,0,0,0,0,0,20.2333635,25.2917044,359.1422025,0,0,0,25.2917044,5.0583409,0,0,0,25.2917044,0,0,5564.174968,0,0,"Casco Bay",19.769328
"879",242,"7/22/2011 0:00",2011,43.752095,-69.647668,"200 ft off Newagen Point","WMCC",60,58,"mud",0,0,0,0,1,32.0639992,8.112000465,0.0092195,319,0,7.2473221,0.0351861,0.0736936,0,7.2473221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2473221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",27.5964
"880",1014,"7/16/2013 0:00",2013,43.679344,-70.066016,"100 ft off Jewel Island","WMCC",30,27,"boulder",0,1,0,0,0,32.3059998,7.084000111,0.0090554,354,0.591703,355.6113101,2.6424909,0.0732132,20.03444,10.01722,325.5596501,0,0,0,20.03444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01722,0,0,0,0,0,0,0,0,25.04305,0,0,0,0,0,0,0,0,0,0,0,0,300.5166001,0,0,"Casco Bay",19.9656192
"881",339,"7/9/2012 0:00",2012,44.019194,-68.604165,"Eastern Isle au Haut","EMCC",30,26,"gravel",0,0,0,1,0,32.1870003,10.14900017,0,180,0.562335,19.5025409,0.078847,0.0712695,0,13.0016939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7512704,0,3.2504235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",30.76522204
"882",1223,"8/19/2013 0:00",2013,43.761724,-69.332229,"Monhegan Cable Route","WMCC",60,45,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0.295439,110.2132316,0.0774925,0.0700452,0,9.5837593,100.6294723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5837593,0,0,0,0,0,0,100.6294723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",20.86863771
"883",482,"8/30/2012 0:00",2012,44.703788,-67.111424,"Light Bulb Cove","EMCC",30,25,"ledge",1,0,0,0,0,32.9770012,8.265999794,0.003,180,0.214211,17.7713768,0.0153041,0.0699783,0,0.8395926,16.65192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1399321,0,0,0,0,0,0,0,0,16.65192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",714.6323072
"884",1534,"8/20/2013 0:00",2013,43.773873,-69.32152,"Jimmys Hub","WMCC",30,29,"ledge",1,0,0,0,0,32.7680016,6.447000027,0.0322025,64,0.473037,3162.105782,5.9592886,0.0672809,46.0277406,9.2055481,3106.872493,0,0,0,46.0277406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2055481,0,0,0,0,0,0,0,9.2055481,4.6027741,0,0,0,0,0,0,0,322.1941845,0,0,0,9.2055481,2761.664438,0,0,"Midcoast",21.72602839
"885",77,"7/9/2010 0:00",2010,43.726279,-69.331267,"Site 3 Monhegan","WMCC",100,98,"mud",0,0,0,0,1,32.1850014,5.385000229,0.0172627,260,0.897946,9.7379517,0.0362409,0.0665288,2.9213855,6.8165662,0,0,0,0,0,2.9213855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9737952,0,0,5.842771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",102.691
"886",407.5,"8/14/2012 0:00",2012,44.121234,-68.076033,"200 ft MDI","EMCC",60,79,"mud",0,0,0,0,1,33.0219994,8.451000214,0.007,180,0.940448,38.0129407,0.7247085,0.0664357,3.8012941,7.6025882,26.6090585,0,0,0,0,0,0,0,0,0,0,0,3.8012941,0,0,0,0,0,0,3.8012941,0,0,3.8012941,0,0,0,26.6090585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",26.3068308
"887",227,"8/23/2011 0:00",2011,43.726861,-69.334279,"Site 3 Monhegan","WMCC",100,95,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,1.153742,11.3990078,0.1243972,0.066234,3.2568594,6.5137188,0,1.6284297,0,0,0,0,0,0,1.6284297,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5137188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",61.4088533
"888",1117,"7/17/2013 0:00",2013,43.647764,-70.020294,"Halfway Ledge","WMCC",30,32,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,0.171049,3916.014805,0.0783445,0.0655696,0,13.4570955,3902.557709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4856985,0,0,8.971397,0,0,0,0,0,0,0,13.4570955,8.971397,0,0,0,0,0,0,0,22.4284926,0,8.971397,0,31.3998896,3812.843739,0,4.4856985,"Casco Bay",22.293072
"889",484,"8/30/2012 0:00",2012,44.705987,-67.109372,"Light Bulb Cove","EMCC",30,24,"boulder",0,1,0,0,0,32.9770012,8.265999794,0.003,180,0.058594,65.8355715,0.0116885,0.0645029,0,0.2676242,65.434135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1338121,0,0,0,0,0,0,0,0,65.1665108,0,0,0,0,0.1338121,0.1338121,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",747.3163651
"890",228.4,"8/23/2011 0:00",2011,43.723346,-69.333743,"Site 3 Monhegan","WMCC",100,97,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0.562335,8.24277,0.2934831,0.0628618,2.0606925,6.1820775,0,0,0,0,2.0606925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1820775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",48.52737625
"891",211.5,"8/22/2011 0:00",2011,43.775031,-69.299979,"Burnt ledges","WMCC",30,26,"ledge",1,0,0,0,0,32.0169983,6.171000004,0.003,90,0.851798,334.4774203,0.0581155,0.0613424,0,21.0242949,313.4531252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3790968,0,0,5.7338986,0,0,1.9112995,0,0,0,0,0,5.7338986,9.5564977,0,0,0,28.6694932,0,0,265.6706367,0,0,0,1.9112995,0,0,1.9112995,"Midcoast",52.32042266
"892",1583,"8/19/2013 0:00",2013,43.75923,-69.334649,"Monhegan Cable Route","WMCC",60,55,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.210283,155.2224051,0.0678432,0.0613232,0,8.3904003,146.8320049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3904003,0,0,0,0,0,0,146.8320049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",23.83676504
"893",1680,"8/27/2013 0:00",2013,43.69809,-69.895521,"60 ft off Casco Bay","WMCC",30,21,"mud",0,0,0,0,1,32.2340012,8.019000053,0.0373363,278,0.035043,1468.208359,0.0674526,0.0609702,0,1468.208359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3420929,0,1459.866266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",23.9747988
"894",1594,"8/19/2013 0:00",2013,43.76286,-69.333547,"Monhegan Cable Route","WMCC",60,59,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.655976,58.1414729,0.0671602,0.0607058,0,12.458887,45.6825858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1529623,0,8.3059247,0,0,0,0,0,0,45.6825858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",24.07919735
"895",1192,"8/6/2013 0:00",2013,43.68255,-69.9954,"West of Lumbo Ledge","WMCC",30,34,"cobble",0,0,1,0,0,32.4519997,8.812000275,0.0172627,100,0.950271,41.2966044,3.2347576,0.0603652,24.7779626,8.2593209,8.2593209,0,0,0,24.7779626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2593209,0,0,0,0,0,0,0,0,8.2593209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay ",12.10753298
"896",636,"9/3/2012 0:00",2012,43.877125,-68.851783,"Matinicus East","EMCC",30,39,"boulder",0,1,0,0,0,32.6710014,8.803999901,0.0184391,283,1.786199,247.7763657,0.5947712,0.0603644,4.1296061,8.2592122,194.0914865,0,0,0,4.1296061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2592122,0,0,0,0,0,20.6480305,0,0,8.2592122,12.3888183,53.6848792,90.8513341,0,0,0,0,4.1296061,0,4.1296061,0,0,0,0,0,"Hurricane Island Area",24.21538464
"897",37,"7/7/2010 0:00",2010,43.715831,-69.321073,"Site 1 Monhegan","WMCC",100,99,"mud",0,0,0,0,1,32.6199989,5.806000233,0.03228,254,1.043313,28.0112045,0.0486046,0.0599472,0.8488244,3.3952975,22.0694339,0,0,0,0,0,0,0,0,0.8488244,0,0,0,0,0,0,0,0,0,0.8488244,0,0,2.5464731,0,0,0,20.3717851,0,0,0,0,0,0.8488244,0,0,0,0,0,0,0.8488244,0,0,0,0,"Midcoast",117.81
"898",1682,"8/27/2013 0:00",2013,43.69837,-69.895687,"60 ft off Casco Bay","WMCC",30,21,"mud",0,0,0,0,1,32.2340012,8.019000053,0.0373363,278,0.024166,2237.686221,0.0661555,0.0597977,0,2237.686221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1816681,0,2229.504553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",24.44489289
"899",881,"7/10/2013 0:00",2013,43.860462,-69.32929,"Alan Island","WMCC",30,32,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.164865,312.8646387,0.0659901,0.0596482,0,10.0924076,302.772231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0462038,5.0462038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.772231,0,0,0,"Midcoast",19.8168768
"900",1486,"8/19/2013 0:00",2013,43.749791,-69.299047,"Gull 3","WMCC",30,29,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.156171,5429.766895,0.0653335,0.0590547,0,8.0800103,5421.686886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0800103,0,0,0,0,0,0,0,8.0800103,0,0,0,0,0,0,0,0,161.6002052,0,0,0,0,5252.00667,0,0,"Midcoast",24.75244381
"901",1592,"8/19/2013 0:00",2013,43.763218,-69.334056,"Monhegan Cable Route","WMCC",60,60,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.287364,170.9298528,0.061427,0.0555236,0,7.5968823,163.3329704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5968823,0,0,0,0,0,0,159.5345292,0,3.7984412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",26.32658911
"902",228.7,"8/23/2011 0:00",2011,43.724483,-69.332948,"Site 3 Monhegan","WMCC",100,98,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0,5.3757196,0.0260994,0.0546624,0,5.3757196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3757196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",55.80648269
"903",412,"7/9/2012 0:00",2012,44.019421,-68.602548,"Eastern Isle au Haut","EMCC",30,29,"mud",0,0,0,0,1,32.1870003,10.14900017,0,180,0.636514,29.8776299,0.059652,0.0539192,0,17.926578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.975526,0,0,11.951052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",33.46985694
"904",694,"9/1/2012 0:00",2012,44.236052,-68.185762,"100ft in Lee of Island","EMCC",30,29,"ledge",1,0,0,0,0,32.6549988,8.873999596,0.0203961,11,1.197641,6520.56041,0.0570298,0.051549,3.5265335,24.6857344,6488.821609,3.5265335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.053067,10.5796004,0,7.053067,0,0,0,0,0,17.6326674,0,0,1445.878728,126.9552054,0,0,0,2133.552757,0,3.5265335,2757.749184,0,0,0,3.5265335,0,0,0,"MDI",28.3564584
"905",1487,"8/19/2013 0:00",2013,43.749825,-69.298995,"Gull 3","WMCC",30,29,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.191036,5320.899389,0.0550177,0.0497302,0,10.2063288,5310.69306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4021096,0,0,6.8042192,0,0,0,0,0,0,0,6.8042192,0,6.8042192,0,0,0,0,0,0,193.9202463,0,0,0,0,5103.164375,0,0,"Midcoast",29.39352703
"906",224.15,"7/20/2011 0:00",2011,43.85167,-69.539727,"Inner John's Bay","WMCC",30,27,"mud",0,0,0,0,1,31.4799995,15.63199997,0,180,0,6.8036699,0.0550132,0.0497262,0,6.8036699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8036699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",29.3959
"907",842,"7/10/2013 0:00",2013,43.861483,-69.330788,"Alan Island","WMCC",30,29,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,6.7808364,0.0548286,0.0495593,0,6.7808364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7808364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",14.7474432
"908",1220,"8/6/2013 0:00",2013,43.661703,-69.930437,"Buoy 20","WMCC",30,40,"gravel",0,0,0,1,0,32.368,9.838000298,0.02,90,0.367649,148.6177976,0.9183251,0.0493731,6.7553544,6.7553544,135.1070888,0,0,0,6.7553544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7553544,0,0,0,0,0,0,135.1070888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay ",14.80307228
"909",227.55,"8/23/2011 0:00",2011,43.722063,-69.33347,"Site 3 Monhegan","WMCC",100,97,"mud",0,0,0,0,1,31.9449997,6.210000038,0.0245153,102,0,4.7963811,0.0232867,0.0487715,0,4.7963811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7963811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",41.69810402
"910",602.5,"8/30/2012 0:00",2012,44.636533,-67.252233,"Little Machias Bay","EMCC",30,18,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0,5.5882273,0.0535332,0.0483885,0,5.5882273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5882273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",35.78952516
"911",1519,"8/19/2013 0:00",2013,43.750625,-69.2971,"Gull 3","WMCC",30,27,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.129093,2485.411156,0.0522668,0.0472437,0,6.4640082,2478.947148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4640082,0,0,0,0,0,0,0,0,51.7120657,3.2320041,0,0,0,0,0,0,0,0,0,0,0,2424.003078,0,0,"Midcoast",30.94055477
"912",1506,"8/19/2013 0:00",2013,43.7503,-69.29788,"Gull 3","WMCC",30,31,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.118101,1984.45052,0.0522668,0.0472437,0,6.4640082,1977.986512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4640082,0,0,0,0,0,0,0,0,0,0,38.7840493,0,0,0,0,0,0,0,0,0,0,1939.202463,0,0,"Midcoast",15.47027738
"913",917,"7/16/2013 0:00",2013,43.67064,-70.00472,"100 ft off Drunken Ledge","WMCC",30,33,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.189683,334.7795811,0.8680535,0.0470541,6.4380689,6.4380689,321.9034434,0,0,0,0,0,0,0,0,0,0,6.4380689,0,0,0,0,0,0,0,6.4380689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.9034434,0,0,"Casco Bay",15.532608
"914",660,"9/3/2012 0:00",2012,43.909255,-68.871527,"Matinicus North","EMCC",30,36,"gravel",0,0,0,1,0,32.8110008,9.206000328,0.0070711,225,1.925408,66.7626012,0.0513568,0.0464212,0,7.8544236,58.9081774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9272118,3.9272118,0,0,0,0,0,0,0,11.7816355,11.7816355,15.7088473,3.9272118,0,0,0,0,0,0,11.7816355,0,3.9272118,0,0,0,"Hurricane Island Area",25.46335776
"915",209.7,"8/22/2011 0:00",2011,43.776354,-69.308293,"Drinking Place","WMCC",30,14,"ledge",1,0,0,0,0,32.0169983,6.171000004,0.003,90,0.610864,21.1259568,1.9419804,0.0463212,14.7881697,6.337787,0,0,0,0,14.7881697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.337787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",47.33513429
"916",1157,"8/20/2013 0:00",2013,43.754297,-69.334608,"Monhegan Cable Route","WMCC",60,56,"boulder",0,1,0,0,0,32.7680016,6.447000027,0.0322025,64,0.89609,804.3324345,0.0847751,0.045274,0,7.660309,796.6721257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8301545,3.8301545,0,0,0,0,0,7.6603089,0,260.4505026,0,0,0,0,0,0,0,0,0,3.8301545,0,0,497.9200785,0,26.8110812,"Midcoast",26.10860771
"917",830,"7/16/2013 0:00",2013,43.673005,-70.006475,"100 ft off Drunken Ledge","WMCC",30,38,"cobble",0,0,1,0,0,32.3069992,7.169000149,0.009434,328,0.601924,98.1039066,1.6174565,0.0448135,12.2629883,6.1314942,79.7094241,0,0,0,12.2629883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1314942,0,0,0,0,0,0,79.7094241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",16.3092384
"918",875,"7/16/2013 0:00",2013,43.675076,-70.017421,"100 ft off Drunken Ledge","WMCC",30,34,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.485104,133.9615399,1.6062892,0.0445041,12.1783218,6.0891609,115.6940572,0,0,0,12.1783218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0891609,0,0,0,0,0,0,115.6940572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",16.422624
"919",1187,"8/20/2013 0:00",2013,43.772566,-69.321284,"Jimmys Hub","WMCC",60,49,"boulder",0,1,0,0,0,32.7680016,6.447000027,0.0322025,64,0.089578,332.9339906,0.0480722,0.0434523,0,5.9452498,326.9887408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9452498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.9887408,0,0,"Midcoast",16.82015101
"920",968,"7/16/2013 0:00",2013,43.6749,-70.01673,"100 ft off Drunken Ledge","WMCC",30,29,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.222302,1820.94907,5.2370692,0.0423848,40.594406,5.7992009,1774.555463,0,0,0,40.594406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7992009,0,0,0,0,0,0,0,0,0,34.7952052,0,0,0,0,0,0,0,0,0,0,0,1739.760258,0,0,"Casco Bay",17.2437552
"921",1016,"7/16/2013 0:00",2013,43.67948,-70.06675,"100 ft off Jewel Island","WMCC",30,27,"boulder",0,1,0,0,0,32.3059998,7.084000111,0.0090554,354,0.943348,57.2412572,2.9737054,0.0418361,22.8965029,5.7241257,28.6206286,0,0,0,22.8965029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7241257,0,0,0,0,0,0,0,0,28.6206286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",17.4699168
"922",223.7,"8/23/2011 0:00",2011,43.713801,-69.319236,"Site 1 Monhegan","WMCC",100,92,"ledge",1,0,0,0,0,32.7179985,6.269999981,0.0313209,107,0.848686,20.3845593,0.0197936,0.0414556,0,4.0769119,2.0384559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0769119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0384559,0,0,0,0,0,"Midcoast",49.05673862
"923",1109,"7/17/2013 0:00",2013,43.647405,-70.021735,"Halfway Ledge","WMCC",30,26,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,0.588504,8513.428575,1.4932171,0.0413713,11.3210486,16.9815729,8485.125953,0,0,0,11.3210486,0,0,0,0,0,0,0,0,0,0,0,0,11.3210486,0,5.6605243,0,0,0,0,0,0,0,101.8894377,345.2919834,537.7498103,0,0,0,45.2841945,0,0,84.9078648,0,11.3210486,0,0,7358.681614,0,0,"Casco Bay",17.666208
